Ano,Estado,Mes,Numero,Regiao,Mes_int,Trimestre
2016,Distrito Federal,Outubro,9,CO,10,Q4
2017,Distrito Federal,Outubro,66,CO,10,Q4
1998,Distrito Federal,Novembro,0,CO,11,Q4
1999,Distrito Federal,Novembro,1,CO,11,Q4
2000,Distrito Federal,Novembro,0,CO,11,Q4
2001,Distrito Federal,Novembro,0,CO,11,Q4
2002,Distrito Federal,Novembro,1,CO,11,Q4
2003,Distrito Federal,Novembro,0,CO,11,Q4
2004,Distrito Federal,Novembro,0,CO,11,Q4
2005,Distrito Federal,Novembro,2,CO,11,Q4
2006,Distrito Federal,Novembro,0,CO,11,Q4
2007,Distrito Federal,Novembro,0,CO,11,Q4
2008,Distrito Federal,Novembro,4,CO,11,Q4
2009,Distrito Federal,Novembro,0,CO,11,Q4
2010,Distrito Federal,Novembro,0,CO,11,Q4
2011,Distrito Federal,Novembro,1,CO,11,Q4
2012,Distrito Federal,Novembro,0,CO,11,Q4
2013,Distrito Federal,Novembro,0,CO,11,Q4
2014,Distrito Federal,Novembro,0,CO,11,Q4
2015,Distrito Federal,Novembro,3,CO,11,Q4
2016,Distrito Federal,Novembro,1,CO,11,Q4
2017,Distrito Federal,Novembro,0,CO,11,Q4
1998,Distrito Federal,Dezembro,0,CO,12,Q4
1999,Distrito Federal,Dezembro,0,CO,12,Q4
2000,Distrito Federal,Dezembro,0,CO,12,Q4
2001,Distrito Federal,Dezembro,1,CO,12,Q4
2002,Distrito Federal,Dezembro,1,CO,12,Q4
2003,Distrito Federal,Dezembro,0,CO,12,Q4
2004,Distrito Federal,Dezembro,0,CO,12,Q4
2005,Distrito Federal,Dezembro,0,CO,12,Q4
2006,Distrito Federal,Dezembro,0,CO,12,Q4
2007,Distrito Federal,Dezembro,0,CO,12,Q4
2008,Distrito Federal,Dezembro,0,CO,12,Q4
2009,Distrito Federal,Dezembro,0,CO,12,Q4
2010,Distrito Federal,Dezembro,1,CO,12,Q4
2011,Distrito Federal,Dezembro,0,CO,12,Q4
2012,Distrito Federal,Dezembro,0,CO,12,Q4
2013,Distrito Federal,Dezembro,2,CO,12,Q4
2014,Distrito Federal,Dezembro,0,CO,12,Q4
2015,Distrito Federal,Dezembro,0,CO,12,Q4
2016,Distrito Federal,Dezembro,0,CO,12,Q4
1998,Espírito Santo,Janeiro,0,SE,1,Q1
1999,Espírito Santo,Janeiro,33,SE,1,Q1
2000,Espírito Santo,Janeiro,5,SE,1,Q1
2001,Espírito Santo,Janeiro,1,SE,1,Q1
2002,Espírito Santo,Janeiro,2,SE,1,Q1
2003,Espírito Santo,Janeiro,4,SE,1,Q1
2004,Espírito Santo,Janeiro,1,SE,1,Q1
2005,Espírito Santo,Janeiro,4,SE,1,Q1
2006,Espírito Santo,Janeiro,13,SE,1,Q1
2007,Espírito Santo,Janeiro,0,SE,1,Q1
2008,Espírito Santo,Janeiro,12,SE,1,Q1
2009,Espírito Santo,Janeiro,4,SE,1,Q1
2010,Espírito Santo,Janeiro,52,SE,1,Q1
2011,Espírito Santo,Janeiro,3,SE,1,Q1
2012,Espírito Santo,Janeiro,1,SE,1,Q1
2013,Espírito Santo,Janeiro,10,SE,1,Q1
2014,Espírito Santo,Janeiro,11,SE,1,Q1
2015,Espírito Santo,Janeiro,76,SE,1,Q1
2016,Espírito Santo,Janeiro,43,SE,1,Q1
2017,Espírito Santo,Janeiro,13,SE,1,Q1
1998,Espírito Santo,Fevereiro,0,SE,2,Q1
1999,Espírito Santo,Fevereiro,10,SE,2,Q1
2000,Espírito Santo,Fevereiro,5,SE,2,Q1
2001,Espírito Santo,Fevereiro,5,SE,2,Q1
2002,Espírito Santo,Fevereiro,4,SE,2,Q1
2003,Espírito Santo,Fevereiro,11,SE,2,Q1
2004,Espírito Santo,Fevereiro,5,SE,2,Q1
2005,Espírito Santo,Fevereiro,1,SE,2,Q1
2006,Espírito Santo,Fevereiro,45,SE,2,Q1
2007,Espírito Santo,Fevereiro,3,SE,2,Q1
2008,Espírito Santo,Fevereiro,20,SE,2,Q1
2009,Espírito Santo,Fevereiro,12,SE,2,Q1
2010,Espírito Santo,Fevereiro,15,SE,2,Q1
2011,Espírito Santo,Fevereiro,42,SE,2,Q1
2012,Espírito Santo,Fevereiro,25,SE,2,Q1
2013,Espírito Santo,Fevereiro,15,SE,2,Q1
2014,Espírito Santo,Fevereiro,17,SE,2,Q1
2015,Espírito Santo,Fevereiro,60,SE,2,Q1
2016,Espírito Santo,Fevereiro,24,SE,2,Q1
2017,Espírito Santo,Fevereiro,8,SE,2,Q1
1998,Espírito Santo,Março,0,SE,3,Q1
1999,Espírito Santo,Março,8,SE,3,Q1
2000,Espírito Santo,Março,1,SE,3,Q1
2001,Espírito Santo,Março,2,SE,3,Q1
2002,Espírito Santo,Março,4,SE,3,Q1
2003,Espírito Santo,Março,28,SE,3,Q1
2004,Espírito Santo,Março,3,SE,3,Q1
2005,Espírito Santo,Março,3,SE,3,Q1
2006,Espírito Santo,Março,14,SE,3,Q1
2007,Espírito Santo,Março,9,SE,3,Q1
2008,Espírito Santo,Março,5,SE,3,Q1
2009,Espírito Santo,Março,11,SE,3,Q1
2010,Espírito Santo,Março,3,SE,3,Q1
2011,Espírito Santo,Março,5,SE,3,Q1
2012,Espírito Santo,Março,35,SE,3,Q1
2013,Espírito Santo,Março,13,SE,3,Q1
2014,Espírito Santo,Março,15,SE,3,Q1
2015,Espírito Santo,Março,25,SE,3,Q1
2016,Espírito Santo,Março,107,SE,3,Q1
2017,Espírito Santo,Março,9,SE,3,Q1
1998,Espírito Santo,Abril,0,SE,4,Q2
1999,Espírito Santo,Abril,2,SE,4,Q2
2000,Espírito Santo,Abril,3,SE,4,Q2
2001,Espírito Santo,Abril,2,SE,4,Q2
2002,Espírito Santo,Abril,2,SE,4,Q2
2003,Espírito Santo,Abril,22,SE,4,Q2
2004,Espírito Santo,Abril,0,SE,4,Q2
2005,Espírito Santo,Abril,4,SE,4,Q2
2006,Espírito Santo,Abril,1,SE,4,Q2
2007,Espírito Santo,Abril,2,SE,4,Q2
2008,Espírito Santo,Abril,8,SE,4,Q2
2009,Espírito Santo,Abril,8,SE,4,Q2
2010,Espírito Santo,Abril,7,SE,4,Q2
2011,Espírito Santo,Abril,3,SE,4,Q2
2012,Espírito Santo,Abril,74,SE,4,Q2
2013,Espírito Santo,Abril,16,SE,4,Q2
2014,Espírito Santo,Abril,15,SE,4,Q2
2015,Espírito Santo,Abril,33,SE,4,Q2
2016,Espírito Santo,Abril,57,SE,4,Q2
2017,Espírito Santo,Abril,7,SE,4,Q2
1998,Espírito Santo,Maio,0,SE,5,Q2
1999,Espírito Santo,Maio,16,SE,5,Q2
2000,Espírito Santo,Maio,2,SE,5,Q2
2001,Espírito Santo,Maio,8,SE,5,Q2
2002,Espírito Santo,Maio,5,SE,5,Q2
2003,Espírito Santo,Maio,1,SE,5,Q2
2004,Espírito Santo,Maio,0,SE,5,Q2
2005,Espírito Santo,Maio,5,SE,5,Q2
2006,Espírito Santo,Maio,0,SE,5,Q2
2007,Espírito Santo,Maio,1,SE,5,Q2
2008,Espírito Santo,Maio,2,SE,5,Q2
2009,Espírito Santo,Maio,7,SE,5,Q2
2010,Espírito Santo,Maio,3,SE,5,Q2
2011,Espírito Santo,Maio,2,SE,5,Q2
2012,Espírito Santo,Maio,20,SE,5,Q2
2013,Espírito Santo,Maio,14,SE,5,Q2
2014,Espírito Santo,Maio,18,SE,5,Q2
2015,Espírito Santo,Maio,17,SE,5,Q2
2016,Espírito Santo,Maio,48,SE,5,Q2
2017,Espírito Santo,Maio,10,SE,5,Q2
1998,Espírito Santo,Junho,6,SE,6,Q2
1999,Espírito Santo,Junho,6,SE,6,Q2
2000,Espírito Santo,Junho,9,SE,6,Q2
2001,Espírito Santo,Junho,9,SE,6,Q2
2002,Espírito Santo,Junho,18,SE,6,Q2
2003,Espírito Santo,Junho,19,SE,6,Q2
2004,Espírito Santo,Junho,3,SE,6,Q2
2005,Espírito Santo,Junho,8,SE,6,Q2
2006,Espírito Santo,Junho,5,SE,6,Q2
2007,Espírito Santo,Junho,4,SE,6,Q2
2008,Espírito Santo,Junho,4,SE,6,Q2
2009,Espírito Santo,Junho,12,SE,6,Q2
2010,Espírito Santo,Junho,3,SE,6,Q2
2011,Espírito Santo,Junho,7,SE,6,Q2
2012,Espírito Santo,Junho,15,SE,6,Q2
2013,Espírito Santo,Junho,22,SE,6,Q2
2014,Espírito Santo,Junho,9,SE,6,Q2
2015,Espírito Santo,Junho,18,SE,6,Q2
2016,Espírito Santo,Junho,49,SE,6,Q2
2017,Espírito Santo,Junho,37,SE,6,Q2
1998,Espírito Santo,Julho,37,SE,7,Q3
1999,Espírito Santo,Julho,9,SE,7,Q3
2000,Espírito Santo,Julho,16,SE,7,Q3
2001,Espírito Santo,Julho,12,SE,7,Q3
2002,Espírito Santo,Julho,9,SE,7,Q3
2003,Espírito Santo,Julho,27,SE,7,Q3
2004,Espírito Santo,Julho,4,SE,7,Q3
2005,Espírito Santo,Julho,9,SE,7,Q3
2006,Espírito Santo,Julho,11,SE,7,Q3
2007,Espírito Santo,Julho,13,SE,7,Q3
2008,Espírito Santo,Julho,5,SE,7,Q3
2009,Espírito Santo,Julho,25,SE,7,Q3
2010,Espírito Santo,Julho,5,SE,7,Q3
2011,Espírito Santo,Julho,18,SE,7,Q3
2012,Espírito Santo,Julho,35,SE,7,Q3
2013,Espírito Santo,Julho,20,SE,7,Q3
2014,Espírito Santo,Julho,17,SE,7,Q3
2015,Espírito Santo,Julho,30,SE,7,Q3
2016,Espírito Santo,Julho,42,SE,7,Q3
2017,Espírito Santo,Julho,3,SE,7,Q3
1998,Espírito Santo,Agosto,38,SE,8,Q3
1999,Espírito Santo,Agosto,60,SE,8,Q3
2000,Espírito Santo,Agosto,26,SE,8,Q3
2001,Espírito Santo,Agosto,30,SE,8,Q3
2002,Espírito Santo,Agosto,60,SE,8,Q3
2003,Espírito Santo,Agosto,118,SE,8,Q3
2004,Espírito Santo,Agosto,12,SE,8,Q3
2005,Espírito Santo,Agosto,12,SE,8,Q3
2006,Espírito Santo,Agosto,29,SE,8,Q3
2007,Espírito Santo,Agosto,82,SE,8,Q3
2008,Espírito Santo,Agosto,13,SE,8,Q3
2009,Espírito Santo,Agosto,17,SE,8,Q3
2010,Espírito Santo,Agosto,39,SE,8,Q3
2011,Espírito Santo,Agosto,93,SE,8,Q3
2012,Espírito Santo,Agosto,12,SE,8,Q3
2013,Espírito Santo,Agosto,53,SE,8,Q3
2014,Espírito Santo,Agosto,47,SE,8,Q3
2015,Espírito Santo,Agosto,35,SE,8,Q3
2016,Espírito Santo,Agosto,78,SE,8,Q3
2017,Espírito Santo,Agosto,30,SE,8,Q3
1998,Espírito Santo,Setembro,108,SE,9,Q3
1999,Espírito Santo,Setembro,64,SE,9,Q3
2000,Espírito Santo,Setembro,14,SE,9,Q3
2001,Espírito Santo,Setembro,38,SE,9,Q3
2002,Espírito Santo,Setembro,46,SE,9,Q3
2003,Espírito Santo,Setembro,252,SE,9,Q3
2004,Espírito Santo,Setembro,47,SE,9,Q3
2005,Espírito Santo,Setembro,8,SE,9,Q3
2006,Espírito Santo,Setembro,87,SE,9,Q3
2007,Espírito Santo,Setembro,63,SE,9,Q3
2008,Espírito Santo,Setembro,78,SE,9,Q3
2009,Espírito Santo,Setembro,57,SE,9,Q3
2010,Espírito Santo,Setembro,53,SE,9,Q3
2011,Espírito Santo,Setembro,108,SE,9,Q3
2012,Espírito Santo,Setembro,48,SE,9,Q3
2013,Espírito Santo,Setembro,30,SE,9,Q3
2014,Espírito Santo,Setembro,61,SE,9,Q3
2015,Espírito Santo,Setembro,228,SE,9,Q3
2016,Espírito Santo,Setembro,128,SE,9,Q3
2017,Espírito Santo,Setembro,58,SE,9,Q3
1998,Espírito Santo,Outubro,20,SE,10,Q4
1999,Espírito Santo,Outubro,23,SE,10,Q4
2000,Espírito Santo,Outubro,88,SE,10,Q4
2001,Espírito Santo,Outubro,19,SE,10,Q4
2002,Espírito Santo,Outubro,113,SE,10,Q4
2003,Espírito Santo,Outubro,159,SE,10,Q4
2004,Espírito Santo,Outubro,48,SE,10,Q4
2005,Espírito Santo,Outubro,62,SE,10,Q4
2006,Espírito Santo,Outubro,10,SE,10,Q4
2007,Espírito Santo,Outubro,79,SE,10,Q4
2008,Espírito Santo,Outubro,100,SE,10,Q4
2009,Espírito Santo,Outubro,13,SE,10,Q4
2010,Espírito Santo,Outubro,32,SE,10,Q4
2011,Espírito Santo,Outubro,38,SE,10,Q4
2012,Espírito Santo,Outubro,62,SE,10,Q4
2013,Espírito Santo,Outubro,37,SE,10,Q4
2014,Espírito Santo,Outubro,89,SE,10,Q4
2015,Espírito Santo,Outubro,307,SE,10,Q4
2016,Espírito Santo,Outubro,58,SE,10,Q4
2017,Espírito Santo,Outubro,56,SE,10,Q4
1998,Espírito Santo,Novembro,4,SE,11,Q4
1999,Espírito Santo,Novembro,9,SE,11,Q4
2000,Espírito Santo,Novembro,3,SE,11,Q4
2001,Espírito Santo,Novembro,3,SE,11,Q4
2002,Espírito Santo,Novembro,22,SE,11,Q4
2003,Espírito Santo,Novembro,49,SE,11,Q4
2004,Espírito Santo,Novembro,42,SE,11,Q4
2005,Espírito Santo,Novembro,0,SE,11,Q4
2006,Espírito Santo,Novembro,0,SE,11,Q4
2007,Espírito Santo,Novembro,112,SE,11,Q4
2008,Espírito Santo,Novembro,3,SE,11,Q4
2009,Espírito Santo,Novembro,18,SE,11,Q4
2010,Espírito Santo,Novembro,3,SE,11,Q4
2011,Espírito Santo,Novembro,6,SE,11,Q4
2012,Espírito Santo,Novembro,7,SE,11,Q4
2013,Espírito Santo,Novembro,11,SE,11,Q4
2014,Espírito Santo,Novembro,20,SE,11,Q4
2015,Espírito Santo,Novembro,141,SE,11,Q4
2016,Espírito Santo,Novembro,8,SE,11,Q4
2017,Espírito Santo,Novembro,3,SE,11,Q4
1998,Espírito Santo,Dezembro,5,SE,12,Q4
1999,Espírito Santo,Dezembro,0,SE,12,Q4
2000,Espírito Santo,Dezembro,3,SE,12,Q4
2001,Espírito Santo,Dezembro,1,SE,12,Q4
2002,Espírito Santo,Dezembro,12,SE,12,Q4
2003,Espírito Santo,Dezembro,18,SE,12,Q4
2004,Espírito Santo,Dezembro,9,SE,12,Q4
2005,Espírito Santo,Dezembro,5,SE,12,Q4
2006,Espírito Santo,Dezembro,0,SE,12,Q4
2007,Espírito Santo,Dezembro,14,SE,12,Q4
2008,Espírito Santo,Dezembro,1,SE,12,Q4
2009,Espírito Santo,Dezembro,32,SE,12,Q4
2010,Espírito Santo,Dezembro,10,SE,12,Q4
2011,Espírito Santo,Dezembro,1,SE,12,Q4
2012,Espírito Santo,Dezembro,18,SE,12,Q4
2013,Espírito Santo,Dezembro,9,SE,12,Q4
2014,Espírito Santo,Dezembro,28,SE,12,Q4
2015,Espírito Santo,Dezembro,61,SE,12,Q4
2016,Espírito Santo,Dezembro,12,SE,12,Q4
1998,Goiás,Janeiro,0,CO,1,Q1
1999,Goiás,Janeiro,14,CO,1,Q1
2000,Goiás,Janeiro,10,CO,1,Q1
2001,Goiás,Janeiro,29,CO,1,Q1
2002,Goiás,Janeiro,12,CO,1,Q1
2003,Goiás,Janeiro,14,CO,1,Q1
2004,Goiás,Janeiro,10,CO,1,Q1
2005,Goiás,Janeiro,27,CO,1,Q1
2006,Goiás,Janeiro,85,CO,1,Q1
2007,Goiás,Janeiro,28,CO,1,Q1
2008,Goiás,Janeiro,23,CO,1,Q1
2009,Goiás,Janeiro,30,CO,1,Q1
2010,Goiás,Janeiro,59,CO,1,Q1
2011,Goiás,Janeiro,39,CO,1,Q1
2012,Goiás,Janeiro,21,CO,1,Q1
2013,Goiás,Janeiro,33,CO,1,Q1
2014,Goiás,Janeiro,80,CO,1,Q1
2015,Goiás,Janeiro,118,CO,1,Q1
2016,Goiás,Janeiro,52,CO,1,Q1
2017,Goiás,Janeiro,53,CO,1,Q1
1998,Goiás,Fevereiro,0,CO,2,Q1
1999,Goiás,Fevereiro,334,CO,2,Q1
2000,Goiás,Fevereiro,11,CO,2,Q1
2001,Goiás,Fevereiro,9,CO,2,Q1
2002,Goiás,Fevereiro,9,CO,2,Q1
2003,Goiás,Fevereiro,47,CO,2,Q1
2004,Goiás,Fevereiro,11,CO,2,Q1
2005,Goiás,Fevereiro,84,CO,2,Q1
2006,Goiás,Fevereiro,21,CO,2,Q1
2007,Goiás,Fevereiro,13,CO,2,Q1
2008,Goiás,Fevereiro,25,CO,2,Q1
2009,Goiás,Fevereiro,29,CO,2,Q1
2010,Goiás,Fevereiro,86,CO,2,Q1
2011,Goiás,Fevereiro,45,CO,2,Q1
2012,Goiás,Fevereiro,37,CO,2,Q1
2013,Goiás,Fevereiro,86,CO,2,Q1
2014,Goiás,Fevereiro,44,CO,2,Q1
2015,Goiás,Fevereiro,53,CO,2,Q1
2016,Goiás,Fevereiro,117,CO,2,Q1
2017,Goiás,Fevereiro,75,CO,2,Q1
1998,Goiás,Março,0,CO,3,Q1
1999,Goiás,Março,1,CO,3,Q1
2000,Goiás,Março,4,CO,3,Q1
2001,Goiás,Março,10,CO,3,Q1
2002,Goiás,Março,48,CO,3,Q1
2003,Goiás,Março,29,CO,3,Q1
2004,Goiás,Março,36,CO,3,Q1
2005,Goiás,Março,36,CO,3,Q1
2006,Goiás,Março,29,CO,3,Q1
2007,Goiás,Março,49,CO,3,Q1
2008,Goiás,Março,20,CO,3,Q1
2009,Goiás,Março,32,CO,3,Q1
2010,Goiás,Março,65,CO,3,Q1
2011,Goiás,Março,19,CO,3,Q1
2012,Goiás,Março,57,CO,3,Q1
2013,Goiás,Março,79,CO,3,Q1
2014,Goiás,Março,80,CO,3,Q1
2015,Goiás,Março,76,CO,3,Q1
2016,Goiás,Março,136,CO,3,Q1
2017,Goiás,Março,115,CO,3,Q1
1998,Goiás,Abril,0,CO,4,Q2
1999,Goiás,Abril,25,CO,4,Q2
2000,Goiás,Abril,16,CO,4,Q2
2001,Goiás,Abril,49,CO,4,Q2
2002,Goiás,Abril,78,CO,4,Q2
2003,Goiás,Abril,87,CO,4,Q2
2004,Goiás,Abril,32,CO,4,Q2
2005,Goiás,Abril,55,CO,4,Q2
2006,Goiás,Abril,22,CO,4,Q2
2007,Goiás,Abril,17,CO,4,Q2
2008,Goiás,Abril,36,CO,4,Q2
2009,Goiás,Abril,11,CO,4,Q2
2010,Goiás,Abril,105,CO,4,Q2
2011,Goiás,Abril,71,CO,4,Q2
2012,Goiás,Abril,89,CO,4,Q2
2013,Goiás,Abril,42,CO,4,Q2
2014,Goiás,Abril,138,CO,4,Q2
2015,Goiás,Abril,89,CO,4,Q2
2016,Goiás,Abril,167,CO,4,Q2
2017,Goiás,Abril,60,CO,4,Q2
1998,Goiás,Maio,0,CO,5,Q2
1999,Goiás,Maio,99,CO,5,Q2
2000,Goiás,Maio,58,CO,5,Q2
2001,Goiás,Maio,85,CO,5,Q2
2002,Goiás,Maio,171,CO,5,Q2
2003,Goiás,Maio,57,CO,5,Q2
2004,Goiás,Maio,157,CO,5,Q2
2005,Goiás,Maio,164,CO,5,Q2
2006,Goiás,Maio,33,CO,5,Q2
2007,Goiás,Maio,94,CO,5,Q2
2008,Goiás,Maio,41,CO,5,Q2
2009,Goiás,Maio,104,CO,5,Q2
2010,Goiás,Maio,239,CO,5,Q2
2011,Goiás,Maio,136,CO,5,Q2
2012,Goiás,Maio,103,CO,5,Q2
2013,Goiás,Maio,150,CO,5,Q2
2014,Goiás,Maio,210,CO,5,Q2
2015,Goiás,Maio,129,CO,5,Q2
2016,Goiás,Maio,233,CO,5,Q2
2017,Goiás,Maio,135,CO,5,Q2
1998,Goiás,Junho,172,CO,6,Q2
1999,Goiás,Junho,250,CO,6,Q2
2000,Goiás,Junho,222,CO,6,Q2
2001,Goiás,Junho,212,CO,6,Q2
2002,Goiás,Junho,302,CO,6,Q2
2003,Goiás,Junho,321,CO,6,Q2
2004,Goiás,Junho,422,CO,6,Q2
2005,Goiás,Junho,189,CO,6,Q2
2006,Goiás,Junho,70,CO,6,Q2
2007,Goiás,Junho,186,CO,6,Q2
2008,Goiás,Junho,55,CO,6,Q2
2009,Goiás,Junho,179,CO,6,Q2
2010,Goiás,Junho,278,CO,6,Q2
2011,Goiás,Junho,314,CO,6,Q2
2012,Goiás,Junho,245,CO,6,Q2
2013,Goiás,Junho,192,CO,6,Q2
2014,Goiás,Junho,318,CO,6,Q2
2015,Goiás,Junho,277,CO,6,Q2
2016,Goiás,Junho,289,CO,6,Q2
2017,Goiás,Junho,442,CO,6,Q2
1998,Goiás,Julho,512,CO,7,Q3
1999,Goiás,Julho,311,CO,7,Q3
2000,Goiás,Julho,332,CO,7,Q3
2001,Goiás,Julho,371,CO,7,Q3
2002,Goiás,Julho,686,CO,7,Q3
2003,Goiás,Julho,322,CO,7,Q3
2004,Goiás,Julho,778,CO,7,Q3
2005,Goiás,Julho,363,CO,7,Q3
2006,Goiás,Julho,169,CO,7,Q3
2007,Goiás,Julho,399,CO,7,Q3
2008,Goiás,Julho,193,CO,7,Q3
2009,Goiás,Julho,470,CO,7,Q3
2010,Goiás,Julho,941,CO,7,Q3
2011,Goiás,Julho,607,CO,7,Q3
2012,Goiás,Julho,564,CO,7,Q3
2013,Goiás,Julho,350,CO,7,Q3
2014,Goiás,Julho,446,CO,7,Q3
2015,Goiás,Julho,347,CO,7,Q3
2016,Goiás,Julho,837,CO,7,Q3
2017,Goiás,Julho,577,CO,7,Q3
1998,Goiás,Agosto,2218,CO,8,Q3
1999,Goiás,Agosto,1198,CO,8,Q3
2000,Goiás,Agosto,925,CO,8,Q3
2001,Goiás,Agosto,787,CO,8,Q3
2002,Goiás,Agosto,1428,CO,8,Q3
2003,Goiás,Agosto,902,CO,8,Q3
2004,Goiás,Agosto,1498,CO,8,Q3
2005,Goiás,Agosto,639,CO,8,Q3
2006,Goiás,Agosto,588,CO,8,Q3
2007,Goiás,Agosto,2382,CO,8,Q3
2008,Goiás,Agosto,568,CO,8,Q3
2009,Goiás,Agosto,647,CO,8,Q3
2010,Goiás,Agosto,2914,CO,8,Q3
2011,Goiás,Agosto,1613,CO,8,Q3
2012,Goiás,Agosto,912,CO,8,Q3
2013,Goiás,Agosto,488,CO,8,Q3
2014,Goiás,Agosto,1255,CO,8,Q3
2015,Goiás,Agosto,943,CO,8,Q3
2016,Goiás,Agosto,1032,CO,8,Q3
2017,Goiás,Agosto,1492,CO,8,Q3
1998,Goiás,Setembro,2867,CO,9,Q3
1999,Goiás,Setembro,1898,CO,9,Q3
2000,Goiás,Setembro,1293,CO,9,Q3
2001,Goiás,Setembro,1863,CO,9,Q3
2002,Goiás,Setembro,3520,CO,9,Q3
2003,Goiás,Setembro,1662,CO,9,Q3
2004,Goiás,Setembro,2965,CO,9,Q3
2005,Goiás,Setembro,1341,CO,9,Q3
2006,Goiás,Setembro,1463,CO,9,Q3
2007,Goiás,Setembro,3745,CO,9,Q3
2008,Goiás,Setembro,1255,CO,9,Q3
2009,Goiás,Setembro,685,CO,9,Q3
2010,Goiás,Setembro,5075,CO,9,Q3
2011,Goiás,Setembro,2259,CO,9,Q3
2012,Goiás,Setembro,2452,CO,9,Q3
2013,Goiás,Setembro,684,CO,9,Q3
2014,Goiás,Setembro,1687,CO,9,Q3
2015,Goiás,Setembro,2296,CO,9,Q3
2016,Goiás,Setembro,1703,CO,9,Q3
2017,Goiás,Setembro,3238,CO,9,Q3
1998,Goiás,Outubro,1034,CO,10,Q4
1999,Goiás,Outubro,743,CO,10,Q4
2000,Goiás,Outubro,905,CO,10,Q4
2001,Goiás,Outubro,479,CO,10,Q4
2002,Goiás,Outubro,1367,CO,10,Q4
2003,Goiás,Outubro,1183,CO,10,Q4
2004,Goiás,Outubro,1275,CO,10,Q4
2005,Goiás,Outubro,1717,CO,10,Q4
2006,Goiás,Outubro,178,CO,10,Q4
2007,Goiás,Outubro,1195,CO,10,Q4
2008,Goiás,Outubro,1231,CO,10,Q4
2009,Goiás,Outubro,367,CO,10,Q4
2010,Goiás,Outubro,1227,CO,10,Q4
2011,Goiás,Outubro,476,CO,10,Q4
2012,Goiás,Outubro,1524,CO,10,Q4
2013,Goiás,Outubro,606,CO,10,Q4
2014,Goiás,Outubro,1947,CO,10,Q4
2015,Goiás,Outubro,1807,CO,10,Q4
2016,Goiás,Outubro,522,CO,10,Q4
2017,Goiás,Outubro,2401,CO,10,Q4
1998,Goiás,Novembro,47,CO,11,Q4
1999,Goiás,Novembro,110,CO,11,Q4
2000,Goiás,Novembro,26,CO,11,Q4
2001,Goiás,Novembro,15,CO,11,Q4
2002,Goiás,Novembro,192,CO,11,Q4
2003,Goiás,Novembro,168,CO,11,Q4
2004,Goiás,Novembro,291,CO,11,Q4
2005,Goiás,Novembro,144,CO,11,Q4
2006,Goiás,Novembro,91,CO,11,Q4
2007,Goiás,Novembro,79,CO,11,Q4
2008,Goiás,Novembro,90,CO,11,Q4
2009,Goiás,Novembro,89,CO,11,Q4
2010,Goiás,Novembro,67,CO,11,Q4
2011,Goiás,Novembro,59,CO,11,Q4
2012,Goiás,Novembro,57,CO,11,Q4
2013,Goiás,Novembro,183,CO,11,Q4
2014,Goiás,Novembro,181,CO,11,Q4
2015,Goiás,Novembro,547,CO,11,Q4
2016,Goiás,Novembro,123,CO,11,Q4
2017,Goiás,Novembro,117,CO,11,Q4
1998,Goiás,Dezembro,13,CO,12,Q4
1999,Goiás,Dezembro,20,CO,12,Q4
2000,Goiás,Dezembro,6,CO,12,Q4
2001,Goiás,Dezembro,18,CO,12,Q4
2002,Goiás,Dezembro,115,CO,12,Q4
2003,Goiás,Dezembro,129,CO,12,Q4
2004,Goiás,Dezembro,56,CO,12,Q4
2005,Goiás,Dezembro,5,CO,12,Q4
2006,Goiás,Dezembro,7,CO,12,Q4
2007,Goiás,Dezembro,16,CO,12,Q4
2008,Goiás,Dezembro,6,CO,12,Q4
2009,Goiás,Dezembro,39,CO,12,Q4
2010,Goiás,Dezembro,48,CO,12,Q4
2011,Goiás,Dezembro,39,CO,12,Q4
2012,Goiás,Dezembro,93,CO,12,Q4
2013,Goiás,Dezembro,86,CO,12,Q4
2014,Goiás,Dezembro,68,CO,12,Q4
2015,Goiás,Dezembro,179,CO,12,Q4
2016,Goiás,Dezembro,64,CO,12,Q4
1998,Maranhão,Janeiro,0,NE,1,Q1
1999,Maranhão,Janeiro,54,NE,1,Q1
2000,Maranhão,Janeiro,19,NE,1,Q1
2001,Maranhão,Janeiro,29,NE,1,Q1
2002,Maranhão,Janeiro,48,NE,1,Q1
2003,Maranhão,Janeiro,436,NE,1,Q1
2004,Maranhão,Janeiro,241,NE,1,Q1
2005,Maranhão,Janeiro,450,NE,1,Q1
2006,Maranhão,Janeiro,221,NE,1,Q1
2007,Maranhão,Janeiro,428,NE,1,Q1
2008,Maranhão,Janeiro,121,NE,1,Q1
2009,Maranhão,Janeiro,240,NE,1,Q1
2010,Maranhão,Janeiro,319,NE,1,Q1
2011,Maranhão,Janeiro,124,NE,1,Q1
2012,Maranhão,Janeiro,326,NE,1,Q1
2013,Maranhão,Janeiro,209,NE,1,Q1
2014,Maranhão,Janeiro,195,NE,1,Q1
2015,Maranhão,Janeiro,494,NE,1,Q1
2016,Maranhão,Janeiro,412,NE,1,Q1
2017,Maranhão,Janeiro,187,NE,1,Q1
1998,Maranhão,Fevereiro,0,NE,2,Q1
1999,Maranhão,Fevereiro,6,NE,2,Q1
2000,Maranhão,Fevereiro,11,NE,2,Q1
2001,Maranhão,Fevereiro,1,NE,2,Q1
2002,Maranhão,Fevereiro,116,NE,2,Q1
2003,Maranhão,Fevereiro,11,NE,2,Q1
