Ano,Estado,Mes,Numero,Regiao,Mes_int,Trimestre
2001,Amapá,Julho,1,N,7,Q3
2002,Amapá,Julho,1,N,7,Q3
2003,Amapá,Julho,0,N,7,Q3
2004,Amapá,Julho,2,N,7,Q3
2005,Amapá,Julho,0,N,7,Q3
2006,Amapá,Julho,0,N,7,Q3
2007,Amapá,Julho,0,N,7,Q3
2008,Amapá,Julho,0,N,7,Q3
2009,Amapá,Julho,4,N,7,Q3
2010,Amapá,Julho,2,N,7,Q3
2011,Amapá,Julho,5,N,7,Q3
2012,Amapá,Julho,3,N,7,Q3
2013,Amapá,Julho,1,N,7,Q3
2014,Amapá,Julho,4,N,7,Q3
2015,Amapá,Julho,5,N,7,Q3
2016,Amapá,Julho,1,N,7,Q3
2017,Amapá,Julho,3,N,7,Q3
1998,Amapá,Agosto,1,N,8,Q3
1999,Amapá,Agosto,0,N,8,Q3
2000,Amapá,Agosto,3,N,8,Q3
2001,Amapá,Agosto,12,N,8,Q3
2002,Amapá,Agosto,18,N,8,Q3
2003,Amapá,Agosto,14,N,8,Q3
2004,Amapá,Agosto,9,N,8,Q3
2005,Amapá,Agosto,4,N,8,Q3
2006,Amapá,Agosto,11,N,8,Q3
2007,Amapá,Agosto,5,N,8,Q3
2008,Amapá,Agosto,4,N,8,Q3
2009,Amapá,Agosto,20,N,8,Q3
2010,Amapá,Agosto,1,N,8,Q3
2011,Amapá,Agosto,16,N,8,Q3
2012,Amapá,Agosto,19,N,8,Q3
2013,Amapá,Agosto,9,N,8,Q3
2014,Amapá,Agosto,18,N,8,Q3
2015,Amapá,Agosto,40,N,8,Q3
2016,Amapá,Agosto,37,N,8,Q3
2017,Amapá,Agosto,33,N,8,Q3
1998,Amapá,Setembro,20,N,9,Q3
1999,Amapá,Setembro,4,N,9,Q3
2000,Amapá,Setembro,19,N,9,Q3
2001,Amapá,Setembro,95,N,9,Q3
2002,Amapá,Setembro,73,N,9,Q3
2003,Amapá,Setembro,88,N,9,Q3
2004,Amapá,Setembro,67,N,9,Q3
2005,Amapá,Setembro,97,N,9,Q3
2006,Amapá,Setembro,112,N,9,Q3
2007,Amapá,Setembro,61,N,9,Q3
2008,Amapá,Setembro,83,N,9,Q3
2009,Amapá,Setembro,188,N,9,Q3
2010,Amapá,Setembro,63,N,9,Q3
2011,Amapá,Setembro,128,N,9,Q3
2012,Amapá,Setembro,168,N,9,Q3
2013,Amapá,Setembro,85,N,9,Q3
2014,Amapá,Setembro,137,N,9,Q3
2015,Amapá,Setembro,192,N,9,Q3
2016,Amapá,Setembro,142,N,9,Q3
2017,Amapá,Setembro,95,N,9,Q3
1998,Amapá,Outubro,42,N,10,Q4
1999,Amapá,Outubro,25,N,10,Q4
2000,Amapá,Outubro,42,N,10,Q4
2001,Amapá,Outubro,194,N,10,Q4
2002,Amapá,Outubro,557,N,10,Q4
2003,Amapá,Outubro,355,N,10,Q4
2004,Amapá,Outubro,412,N,10,Q4
2005,Amapá,Outubro,335,N,10,Q4
2006,Amapá,Outubro,405,N,10,Q4
2007,Amapá,Outubro,162,N,10,Q4
2008,Amapá,Outubro,395,N,10,Q4
2009,Amapá,Outubro,765,N,10,Q4
2010,Amapá,Outubro,265,N,10,Q4
2011,Amapá,Outubro,304,N,10,Q4
2012,Amapá,Outubro,475,N,10,Q4
2013,Amapá,Outubro,385,N,10,Q4
2014,Amapá,Outubro,480,N,10,Q4
2015,Amapá,Outubro,827,N,10,Q4
2016,Amapá,Outubro,793,N,10,Q4
2017,Amapá,Outubro,468,N,10,Q4
1998,Amapá,Novembro,131,N,11,Q4
1999,Amapá,Novembro,26,N,11,Q4
2000,Amapá,Novembro,157,N,11,Q4
2001,Amapá,Novembro,406,N,11,Q4
2002,Amapá,Novembro,1096,N,11,Q4
2003,Amapá,Novembro,750,N,11,Q4
2004,Amapá,Novembro,949,N,11,Q4
2005,Amapá,Novembro,685,N,11,Q4
2006,Amapá,Novembro,207,N,11,Q4
2007,Amapá,Novembro,198,N,11,Q4
2008,Amapá,Novembro,266,N,11,Q4
2009,Amapá,Novembro,1019,N,11,Q4
2010,Amapá,Novembro,339,N,11,Q4
2011,Amapá,Novembro,282,N,11,Q4
2012,Amapá,Novembro,969,N,11,Q4
2013,Amapá,Novembro,341,N,11,Q4
2014,Amapá,Novembro,484,N,11,Q4
2015,Amapá,Novembro,1300,N,11,Q4
2016,Amapá,Novembro,1161,N,11,Q4
2017,Amapá,Novembro,858,N,11,Q4
1998,Amapá,Dezembro,84,N,12,Q4
1999,Amapá,Dezembro,41,N,12,Q4
2000,Amapá,Dezembro,30,N,12,Q4
2001,Amapá,Dezembro,593,N,12,Q4
2002,Amapá,Dezembro,200,N,12,Q4
2003,Amapá,Dezembro,411,N,12,Q4
2004,Amapá,Dezembro,777,N,12,Q4
2005,Amapá,Dezembro,38,N,12,Q4
2006,Amapá,Dezembro,74,N,12,Q4
2007,Amapá,Dezembro,14,N,12,Q4
2008,Amapá,Dezembro,32,N,12,Q4
2009,Amapá,Dezembro,123,N,12,Q4
2010,Amapá,Dezembro,43,N,12,Q4
2011,Amapá,Dezembro,360,N,12,Q4
2012,Amapá,Dezembro,422,N,12,Q4
2013,Amapá,Dezembro,148,N,12,Q4
2014,Amapá,Dezembro,354,N,12,Q4
2015,Amapá,Dezembro,269,N,12,Q4
2016,Amapá,Dezembro,491,N,12,Q4
1998,Amazonas,Janeiro,0,N,1,Q1
1999,Amazonas,Janeiro,3,N,1,Q1
2000,Amazonas,Janeiro,7,N,1,Q1
2001,Amazonas,Janeiro,3,N,1,Q1
2002,Amazonas,Janeiro,17,N,1,Q1
2003,Amazonas,Janeiro,158,N,1,Q1
2004,Amazonas,Janeiro,123,N,1,Q1
2005,Amazonas,Janeiro,44,N,1,Q1
2006,Amazonas,Janeiro,20,N,1,Q1
2007,Amazonas,Janeiro,37,N,1,Q1
2008,Amazonas,Janeiro,16,N,1,Q1
2009,Amazonas,Janeiro,9,N,1,Q1
2010,Amazonas,Janeiro,82,N,1,Q1
2011,Amazonas,Janeiro,53,N,1,Q1
2012,Amazonas,Janeiro,6,N,1,Q1
2013,Amazonas,Janeiro,37,N,1,Q1
2014,Amazonas,Janeiro,46,N,1,Q1
2015,Amazonas,Janeiro,35,N,1,Q1
2016,Amazonas,Janeiro,770,N,1,Q1
2017,Amazonas,Janeiro,65,N,1,Q1
1998,Amazonas,Fevereiro,0,N,2,Q1
1999,Amazonas,Fevereiro,43,N,2,Q1
2000,Amazonas,Fevereiro,62,N,2,Q1
2001,Amazonas,Fevereiro,8,N,2,Q1
2002,Amazonas,Fevereiro,2,N,2,Q1
2003,Amazonas,Fevereiro,62,N,2,Q1
2004,Amazonas,Fevereiro,92,N,2,Q1
2005,Amazonas,Fevereiro,6,N,2,Q1
2006,Amazonas,Fevereiro,10,N,2,Q1
2007,Amazonas,Fevereiro,92,N,2,Q1
2008,Amazonas,Fevereiro,32,N,2,Q1
2009,Amazonas,Fevereiro,3,N,2,Q1
2010,Amazonas,Fevereiro,81,N,2,Q1
2011,Amazonas,Fevereiro,30,N,2,Q1
2012,Amazonas,Fevereiro,25,N,2,Q1
2013,Amazonas,Fevereiro,16,N,2,Q1
2014,Amazonas,Fevereiro,49,N,2,Q1
2015,Amazonas,Fevereiro,107,N,2,Q1
2016,Amazonas,Fevereiro,275,N,2,Q1
2017,Amazonas,Fevereiro,52,N,2,Q1
1998,Amazonas,Março,0,N,3,Q1
1999,Amazonas,Março,7,N,3,Q1
2000,Amazonas,Março,69,N,3,Q1
2001,Amazonas,Março,6,N,3,Q1
2002,Amazonas,Março,5,N,3,Q1
2003,Amazonas,Março,64,N,3,Q1
2004,Amazonas,Março,6,N,3,Q1
2005,Amazonas,Março,12,N,3,Q1
2006,Amazonas,Março,20,N,3,Q1
2007,Amazonas,Março,6,N,3,Q1
2008,Amazonas,Março,10,N,3,Q1
2009,Amazonas,Março,11,N,3,Q1
2010,Amazonas,Março,116,N,3,Q1
2011,Amazonas,Março,49,N,3,Q1
2012,Amazonas,Março,17,N,3,Q1
2013,Amazonas,Março,49,N,3,Q1
2014,Amazonas,Março,50,N,3,Q1
2015,Amazonas,Março,46,N,3,Q1
2016,Amazonas,Março,140,N,3,Q1
2017,Amazonas,Março,45,N,3,Q1
1998,Amazonas,Abril,0,N,4,Q2
1999,Amazonas,Abril,2,N,4,Q2
2000,Amazonas,Abril,18,N,4,Q2
2001,Amazonas,Abril,1,N,4,Q2
2002,Amazonas,Abril,2,N,4,Q2
2003,Amazonas,Abril,11,N,4,Q2
2004,Amazonas,Abril,4,N,4,Q2
2005,Amazonas,Abril,5,N,4,Q2
2006,Amazonas,Abril,5,N,4,Q2
2007,Amazonas,Abril,0,N,4,Q2
2008,Amazonas,Abril,13,N,4,Q2
2009,Amazonas,Abril,1,N,4,Q2
2010,Amazonas,Abril,11,N,4,Q2
2011,Amazonas,Abril,5,N,4,Q2
2012,Amazonas,Abril,3,N,4,Q2
2013,Amazonas,Abril,20,N,4,Q2
2014,Amazonas,Abril,25,N,4,Q2
2015,Amazonas,Abril,24,N,4,Q2
2016,Amazonas,Abril,22,N,4,Q2
2017,Amazonas,Abril,20,N,4,Q2
1998,Amazonas,Maio,0,N,5,Q2
1999,Amazonas,Maio,0,N,5,Q2
2000,Amazonas,Maio,51,N,5,Q2
2001,Amazonas,Maio,0,N,5,Q2
2002,Amazonas,Maio,8,N,5,Q2
2003,Amazonas,Maio,2,N,5,Q2
2004,Amazonas,Maio,0,N,5,Q2
2005,Amazonas,Maio,8,N,5,Q2
2006,Amazonas,Maio,4,N,5,Q2
2007,Amazonas,Maio,0,N,5,Q2
2008,Amazonas,Maio,1,N,5,Q2
2009,Amazonas,Maio,3,N,5,Q2
2010,Amazonas,Maio,13,N,5,Q2
2011,Amazonas,Maio,6,N,5,Q2
2012,Amazonas,Maio,12,N,5,Q2
2013,Amazonas,Maio,19,N,5,Q2
2014,Amazonas,Maio,12,N,5,Q2
2015,Amazonas,Maio,10,N,5,Q2
2016,Amazonas,Maio,30,N,5,Q2
2017,Amazonas,Maio,40,N,5,Q2
1998,Amazonas,Junho,2,N,6,Q2
1999,Amazonas,Junho,7,N,6,Q2
2000,Amazonas,Junho,6,N,6,Q2
2001,Amazonas,Junho,5,N,6,Q2
2002,Amazonas,Junho,5,N,6,Q2
2003,Amazonas,Junho,3,N,6,Q2
2004,Amazonas,Junho,12,N,6,Q2
2005,Amazonas,Junho,78,N,6,Q2
2006,Amazonas,Junho,9,N,6,Q2
2007,Amazonas,Junho,23,N,6,Q2
2008,Amazonas,Junho,7,N,6,Q2
2009,Amazonas,Junho,13,N,6,Q2
2010,Amazonas,Junho,9,N,6,Q2
2011,Amazonas,Junho,22,N,6,Q2
2012,Amazonas,Junho,45,N,6,Q2
2013,Amazonas,Junho,56,N,6,Q2
2014,Amazonas,Junho,74,N,6,Q2
2015,Amazonas,Junho,33,N,6,Q2
2016,Amazonas,Junho,90,N,6,Q2
2017,Amazonas,Junho,119,N,6,Q2
1998,Amazonas,Julho,71,N,7,Q3
1999,Amazonas,Julho,11,N,7,Q3
2000,Amazonas,Julho,39,N,7,Q3
2001,Amazonas,Julho,9,N,7,Q3
2002,Amazonas,Julho,146,N,7,Q3
2003,Amazonas,Julho,180,N,7,Q3
2004,Amazonas,Julho,177,N,7,Q3
2005,Amazonas,Julho,676,N,7,Q3
2006,Amazonas,Julho,123,N,7,Q3
2007,Amazonas,Julho,116,N,7,Q3
2008,Amazonas,Julho,108,N,7,Q3
2009,Amazonas,Julho,199,N,7,Q3
2010,Amazonas,Julho,640,N,7,Q3
2011,Amazonas,Julho,271,N,7,Q3
2012,Amazonas,Julho,234,N,7,Q3
2013,Amazonas,Julho,248,N,7,Q3
2014,Amazonas,Julho,202,N,7,Q3
2015,Amazonas,Julho,356,N,7,Q3
2016,Amazonas,Julho,1137,N,7,Q3
2017,Amazonas,Julho,1975,N,7,Q3
1998,Amazonas,Agosto,321,N,8,Q3
1999,Amazonas,Agosto,259,N,8,Q3
2000,Amazonas,Agosto,180,N,8,Q3
2001,Amazonas,Agosto,501,N,8,Q3
2002,Amazonas,Agosto,741,N,8,Q3
2003,Amazonas,Agosto,1867,N,8,Q3
2004,Amazonas,Agosto,1207,N,8,Q3
2005,Amazonas,Agosto,2316,N,8,Q3
2006,Amazonas,Agosto,1422,N,8,Q3
2007,Amazonas,Agosto,2241,N,8,Q3
2008,Amazonas,Agosto,861,N,8,Q3
2009,Amazonas,Agosto,1321,N,8,Q3
2010,Amazonas,Agosto,3727,N,8,Q3
2011,Amazonas,Agosto,1243,N,8,Q3
2012,Amazonas,Agosto,3011,N,8,Q3
2013,Amazonas,Agosto,1276,N,8,Q3
2014,Amazonas,Agosto,3852,N,8,Q3
2015,Amazonas,Agosto,4564,N,8,Q3
2016,Amazonas,Agosto,3611,N,8,Q3
2017,Amazonas,Agosto,6316,N,8,Q3
1998,Amazonas,Setembro,267,N,9,Q3
1999,Amazonas,Setembro,216,N,9,Q3
2000,Amazonas,Setembro,189,N,9,Q3
2001,Amazonas,Setembro,166,N,9,Q3
2002,Amazonas,Setembro,928,N,9,Q3
2003,Amazonas,Setembro,1401,N,9,Q3
2004,Amazonas,Setembro,911,N,9,Q3
2005,Amazonas,Setembro,2812,N,9,Q3
2006,Amazonas,Setembro,2218,N,9,Q3
2007,Amazonas,Setembro,1360,N,9,Q3
2008,Amazonas,Setembro,998,N,9,Q3
2009,Amazonas,Setembro,3091,N,9,Q3
2010,Amazonas,Setembro,2781,N,9,Q3
2011,Amazonas,Setembro,1295,N,9,Q3
2012,Amazonas,Setembro,2392,N,9,Q3
2013,Amazonas,Setembro,1739,N,9,Q3
2014,Amazonas,Setembro,3057,N,9,Q3
2015,Amazonas,Setembro,5882,N,9,Q3
2016,Amazonas,Setembro,3119,N,9,Q3
2017,Amazonas,Setembro,4033,N,9,Q3
1998,Amazonas,Outubro,83,N,10,Q4
1999,Amazonas,Outubro,479,N,10,Q4
2000,Amazonas,Outubro,145,N,10,Q4
2001,Amazonas,Outubro,332,N,10,Q4
2002,Amazonas,Outubro,695,N,10,Q4
2003,Amazonas,Outubro,725,N,10,Q4
2004,Amazonas,Outubro,710,N,10,Q4
2005,Amazonas,Outubro,545,N,10,Q4
2006,Amazonas,Outubro,721,N,10,Q4
2007,Amazonas,Outubro,215,N,10,Q4
2008,Amazonas,Outubro,632,N,10,Q4
2009,Amazonas,Outubro,2189,N,10,Q4
2010,Amazonas,Outubro,889,N,10,Q4
2011,Amazonas,Outubro,694,N,10,Q4
2012,Amazonas,Outubro,1238,N,10,Q4
2013,Amazonas,Outubro,1202,N,10,Q4
2014,Amazonas,Outubro,952,N,10,Q4
2015,Amazonas,Outubro,2494,N,10,Q4
2016,Amazonas,Outubro,2105,N,10,Q4
2017,Amazonas,Outubro,1581,N,10,Q4
1998,Amazonas,Novembro,6,N,11,Q4
1999,Amazonas,Novembro,32,N,11,Q4
2000,Amazonas,Novembro,27,N,11,Q4
2001,Amazonas,Novembro,244,N,11,Q4
2002,Amazonas,Novembro,259,N,11,Q4
2003,Amazonas,Novembro,169,N,11,Q4
2004,Amazonas,Novembro,209,N,11,Q4
2005,Amazonas,Novembro,261,N,11,Q4
2006,Amazonas,Novembro,59,N,11,Q4
2007,Amazonas,Novembro,90,N,11,Q4
2008,Amazonas,Novembro,39,N,11,Q4
2009,Amazonas,Novembro,973,N,11,Q4
2010,Amazonas,Novembro,354,N,11,Q4
2011,Amazonas,Novembro,399,N,11,Q4
2012,Amazonas,Novembro,682,N,11,Q4
2013,Amazonas,Novembro,220,N,11,Q4
2014,Amazonas,Novembro,676,N,11,Q4
2015,Amazonas,Novembro,1054,N,11,Q4
2016,Amazonas,Novembro,591,N,11,Q4
2017,Amazonas,Novembro,552,N,11,Q4
1998,Amazonas,Dezembro,196,N,12,Q4
1999,Amazonas,Dezembro,2,N,12,Q4
2000,Amazonas,Dezembro,60,N,12,Q4
2001,Amazonas,Dezembro,22,N,12,Q4
2002,Amazonas,Dezembro,44,N,12,Q4
2003,Amazonas,Dezembro,147,N,12,Q4
2004,Amazonas,Dezembro,53,N,12,Q4
2005,Amazonas,Dezembro,17,N,12,Q4
2006,Amazonas,Dezembro,23,N,12,Q4
2007,Amazonas,Dezembro,7,N,12,Q4
2008,Amazonas,Dezembro,0,N,12,Q4
2009,Amazonas,Dezembro,102,N,12,Q4
2010,Amazonas,Dezembro,123,N,12,Q4
2011,Amazonas,Dezembro,121,N,12,Q4
2012,Amazonas,Dezembro,80,N,12,Q4
2013,Amazonas,Dezembro,236,N,12,Q4
2014,Amazonas,Dezembro,293,N,12,Q4
2015,Amazonas,Dezembro,565,N,12,Q4
2016,Amazonas,Dezembro,133,N,12,Q4
1998,Bahia,Janeiro,0,NE,1,Q1
1999,Bahia,Janeiro,114,NE,1,Q1
2000,Bahia,Janeiro,31,NE,1,Q1
2001,Bahia,Janeiro,24,NE,1,Q1
2002,Bahia,Janeiro,125,NE,1,Q1
2003,Bahia,Janeiro,439,NE,1,Q1
2004,Bahia,Janeiro,158,NE,1,Q1
2005,Bahia,Janeiro,303,NE,1,Q1
2006,Bahia,Janeiro,225,NE,1,Q1
2007,Bahia,Janeiro,373,NE,1,Q1
2008,Bahia,Janeiro,314,NE,1,Q1
2009,Bahia,Janeiro,177,NE,1,Q1
2010,Bahia,Janeiro,297,NE,1,Q1
2011,Bahia,Janeiro,101,NE,1,Q1
2012,Bahia,Janeiro,179,NE,1,Q1
2013,Bahia,Janeiro,125,NE,1,Q1
2014,Bahia,Janeiro,132,NE,1,Q1
2015,Bahia,Janeiro,256,NE,1,Q1
2016,Bahia,Janeiro,285,NE,1,Q1
2017,Bahia,Janeiro,154,NE,1,Q1
1998,Bahia,Fevereiro,0,NE,2,Q1
1999,Bahia,Fevereiro,157,NE,2,Q1
2000,Bahia,Fevereiro,32,NE,2,Q1
2001,Bahia,Fevereiro,101,NE,2,Q1
2002,Bahia,Fevereiro,204,NE,2,Q1
2003,Bahia,Fevereiro,223,NE,2,Q1
2004,Bahia,Fevereiro,122,NE,2,Q1
2005,Bahia,Fevereiro,143,NE,2,Q1
2006,Bahia,Fevereiro,277,NE,2,Q1
2007,Bahia,Fevereiro,113,NE,2,Q1
2008,Bahia,Fevereiro,235,NE,2,Q1
2009,Bahia,Fevereiro,117,NE,2,Q1
2010,Bahia,Fevereiro,206,NE,2,Q1
2011,Bahia,Fevereiro,156,NE,2,Q1
2012,Bahia,Fevereiro,200,NE,2,Q1
2013,Bahia,Fevereiro,231,NE,2,Q1
2014,Bahia,Fevereiro,107,NE,2,Q1
2015,Bahia,Fevereiro,143,NE,2,Q1
2016,Bahia,Fevereiro,418,NE,2,Q1
2017,Bahia,Fevereiro,100,NE,2,Q1
1998,Bahia,Março,0,NE,3,Q1
1999,Bahia,Março,83,NE,3,Q1
2000,Bahia,Março,65,NE,3,Q1
2001,Bahia,Março,4,NE,3,Q1
2002,Bahia,Março,146,NE,3,Q1
2003,Bahia,Março,274,NE,3,Q1
2004,Bahia,Março,115,NE,3,Q1
2005,Bahia,Março,158,NE,3,Q1
2006,Bahia,Março,199,NE,3,Q1
2007,Bahia,Março,141,NE,3,Q1
2008,Bahia,Março,135,NE,3,Q1
2009,Bahia,Março,249,NE,3,Q1
2010,Bahia,Março,156,NE,3,Q1
2011,Bahia,Março,90,NE,3,Q1
2012,Bahia,Março,404,NE,3,Q1
2013,Bahia,Março,363,NE,3,Q1
2014,Bahia,Março,148,NE,3,Q1
2015,Bahia,Março,229,NE,3,Q1
2016,Bahia,Março,281,NE,3,Q1
2017,Bahia,Março,163,NE,3,Q1
1998,Bahia,Abril,0,NE,4,Q2
1999,Bahia,Abril,55,NE,4,Q2
2000,Bahia,Abril,23,NE,4,Q2
2001,Bahia,Abril,26,NE,4,Q2
2002,Bahia,Abril,110,NE,4,Q2
2003,Bahia,Abril,376,NE,4,Q2
2004,Bahia,Abril,89,NE,4,Q2
2005,Bahia,Abril,76,NE,4,Q2
2006,Bahia,Abril,60,NE,4,Q2
2007,Bahia,Abril,64,NE,4,Q2
2008,Bahia,Abril,151,NE,4,Q2
2009,Bahia,Abril,40,NE,4,Q2
2010,Bahia,Abril,103,NE,4,Q2
2011,Bahia,Abril,149,NE,4,Q2
2012,Bahia,Abril,396,NE,4,Q2
2013,Bahia,Abril,108,NE,4,Q2
2014,Bahia,Abril,183,NE,4,Q2
2015,Bahia,Abril,190,NE,4,Q2
2016,Bahia,Abril,217,NE,4,Q2
2017,Bahia,Abril,94,NE,4,Q2
1998,Bahia,Maio,0,NE,5,Q2
1999,Bahia,Maio,76,NE,5,Q2
2000,Bahia,Maio,71,NE,5,Q2
2001,Bahia,Maio,85,NE,5,Q2
2002,Bahia,Maio,166,NE,5,Q2
2003,Bahia,Maio,106,NE,5,Q2
2004,Bahia,Maio,124,NE,5,Q2
2005,Bahia,Maio,120,NE,5,Q2
2006,Bahia,Maio,43,NE,5,Q2
2007,Bahia,Maio,161,NE,5,Q2
2008,Bahia,Maio,56,NE,5,Q2
2009,Bahia,Maio,34,NE,5,Q2
2010,Bahia,Maio,198,NE,5,Q2
2011,Bahia,Maio,189,NE,5,Q2
2012,Bahia,Maio,326,NE,5,Q2
2013,Bahia,Maio,141,NE,5,Q2
2014,Bahia,Maio,224,NE,5,Q2
2015,Bahia,Maio,144,NE,5,Q2
2016,Bahia,Maio,259,NE,5,Q2
2017,Bahia,Maio,121,NE,5,Q2
1998,Bahia,Junho,55,NE,6,Q2
1999,Bahia,Junho,64,NE,6,Q2
2000,Bahia,Junho,178,NE,6,Q2
2001,Bahia,Junho,98,NE,6,Q2
2002,Bahia,Junho,118,NE,6,Q2
2003,Bahia,Junho,140,NE,6,Q2
2004,Bahia,Junho,289,NE,6,Q2
2005,Bahia,Junho,211,NE,6,Q2
2006,Bahia,Junho,68,NE,6,Q2
2007,Bahia,Junho,270,NE,6,Q2
2008,Bahia,Junho,72,NE,6,Q2
2009,Bahia,Junho,92,NE,6,Q2
2010,Bahia,Junho,192,NE,6,Q2
2011,Bahia,Junho,345,NE,6,Q2
2012,Bahia,Junho,385,NE,6,Q2
2013,Bahia,Junho,208,NE,6,Q2
2014,Bahia,Junho,243,NE,6,Q2
2015,Bahia,Junho,242,NE,6,Q2
2016,Bahia,Junho,416,NE,6,Q2
2017,Bahia,Junho,329,NE,6,Q2
1998,Bahia,Julho,219,NE,7,Q3
1999,Bahia,Julho,107,NE,7,Q3
2000,Bahia,Julho,202,NE,7,Q3
2001,Bahia,Julho,248,NE,7,Q3
2002,Bahia,Julho,549,NE,7,Q3
2003,Bahia,Julho,261,NE,7,Q3
2004,Bahia,Julho,310,NE,7,Q3
2005,Bahia,Julho,269,NE,7,Q3
2006,Bahia,Julho,229,NE,7,Q3
2007,Bahia,Julho,811,NE,7,Q3
2008,Bahia,Julho,271,NE,7,Q3
2009,Bahia,Julho,321,NE,7,Q3
2010,Bahia,Julho,519,NE,7,Q3
2011,Bahia,Julho,578,NE,7,Q3
2012,Bahia,Julho,906,NE,7,Q3
2013,Bahia,Julho,362,NE,7,Q3
2014,Bahia,Julho,249,NE,7,Q3
2015,Bahia,Julho,306,NE,7,Q3
2016,Bahia,Julho,345,NE,7,Q3
2017,Bahia,Julho,300,NE,7,Q3
1998,Bahia,Agosto,815,NE,8,Q3
1999,Bahia,Agosto,453,NE,8,Q3
2000,Bahia,Agosto,633,NE,8,Q3
2001,Bahia,Agosto,979,NE,8,Q3
2002,Bahia,Agosto,1827,NE,8,Q3
2003,Bahia,Agosto,1039,NE,8,Q3
2004,Bahia,Agosto,1430,NE,8,Q3
2005,Bahia,Agosto,948,NE,8,Q3
2006,Bahia,Agosto,995,NE,8,Q3
2007,Bahia,Agosto,3734,NE,8,Q3
2008,Bahia,Agosto,611,NE,8,Q3
2009,Bahia,Agosto,439,NE,8,Q3
2010,Bahia,Agosto,2423,NE,8,Q3
2011,Bahia,Agosto,1795,NE,8,Q3
2012,Bahia,Agosto,1835,NE,8,Q3
2013,Bahia,Agosto,610,NE,8,Q3
2014,Bahia,Agosto,674,NE,8,Q3
2015,Bahia,Agosto,829,NE,8,Q3
2016,Bahia,Agosto,724,NE,8,Q3
2017,Bahia,Agosto,1018,NE,8,Q3
1998,Bahia,Setembro,2718,NE,9,Q3
1999,Bahia,Setembro,1275,NE,9,Q3
2000,Bahia,Setembro,2285,NE,9,Q3
2001,Bahia,Setembro,3964,NE,9,Q3
2002,Bahia,Setembro,6439,NE,9,Q3
2003,Bahia,Setembro,8847,NE,9,Q3
2004,Bahia,Setembro,6433,NE,9,Q3
2005,Bahia,Setembro,4066,NE,9,Q3
2006,Bahia,Setembro,3006,NE,9,Q3
2007,Bahia,Setembro,7438,NE,9,Q3
2008,Bahia,Setembro,4837,NE,9,Q3
2009,Bahia,Setembro,3610,NE,9,Q3
2010,Bahia,Setembro,5323,NE,9,Q3
2011,Bahia,Setembro,7086,NE,9,Q3
2012,Bahia,Setembro,7495,NE,9,Q3
2013,Bahia,Setembro,2681,NE,9,Q3
2014,Bahia,Setembro,2604,NE,9,Q3
2015,Bahia,Setembro,7956,NE,9,Q3
2016,Bahia,Setembro,1819,NE,9,Q3
2017,Bahia,Setembro,1791,NE,9,Q3
1998,Bahia,Outubro,1969,NE,10,Q4
1999,Bahia,Outubro,1307,NE,10,Q4
2000,Bahia,Outubro,3350,NE,10,Q4
2001,Bahia,Outubro,1687,NE,10,Q4
2002,Bahia,Outubro,5414,NE,10,Q4
2003,Bahia,Outubro,4264,NE,10,Q4
2004,Bahia,Outubro,4810,NE,10,Q4
2005,Bahia,Outubro,8405,NE,10,Q4
2006,Bahia,Outubro,2079,NE,10,Q4
2007,Bahia,Outubro,4981,NE,10,Q4
2008,Bahia,Outubro,7691,NE,10,Q4
2009,Bahia,Outubro,2552,NE,10,Q4
2010,Bahia,Outubro,5264,NE,10,Q4
2011,Bahia,Outubro,2166,NE,10,Q4
2012,Bahia,Outubro,4607,NE,10,Q4
2013,Bahia,Outubro,1969,NE,10,Q4
2014,Bahia,Outubro,2763,NE,10,Q4
2015,Bahia,Outubro,4989,NE,10,Q4
2016,Bahia,Outubro,1415,NE,10,Q4
2017,Bahia,Outubro,4005,NE,10,Q4
1998,Bahia,Novembro,49,NE,11,Q4
1999,Bahia,Novembro,49,NE,11,Q4
2000,Bahia,Novembro,114,NE,11,Q4
2001,Bahia,Novembro,699,NE,11,Q4
2002,Bahia,Novembro,1020,NE,11,Q4
2003,Bahia,Novembro,533,NE,11,Q4
2004,Bahia,Novembro,1736,NE,11,Q4
2005,Bahia,Novembro,1595,NE,11,Q4
2006,Bahia,Novembro,239,NE,11,Q4
2007,Bahia,Novembro,2126,NE,11,Q4
2008,Bahia,Novembro,3175,NE,11,Q4
2009,Bahia,Novembro,402,NE,11,Q4
2010,Bahia,Novembro,605,NE,11,Q4
2011,Bahia,Novembro,176,NE,11,Q4
2012,Bahia,Novembro,168,NE,11,Q4
2013,Bahia,Novembro,288,NE,11,Q4
2014,Bahia,Novembro,348,NE,11,Q4
2015,Bahia,Novembro,1705,NE,11,Q4
2016,Bahia,Novembro,408,NE,11,Q4
2017,Bahia,Novembro,174,NE,11,Q4
1998,Bahia,Dezembro,82,NE,12,Q4
1999,Bahia,Dezembro,37,NE,12,Q4
2000,Bahia,Dezembro,24,NE,12,Q4
2001,Bahia,Dezembro,158,NE,12,Q4
2002,Bahia,Dezembro,848,NE,12,Q4
2003,Bahia,Dezembro,710,NE,12,Q4
2004,Bahia,Dezembro,423,NE,12,Q4
2005,Bahia,Dezembro,116,NE,12,Q4
2006,Bahia,Dezembro,169,NE,12,Q4
2007,Bahia,Dezembro,259,NE,12,Q4
2008,Bahia,Dezembro,52,NE,12,Q4
